Date,Close,High,Low,Open,Volume,log_return,volatility_21d,volatility_annualized
2022-03-02,7429.60009765625,7462.2001953125,7320.7998046875,7330.2001953125,1325548600,0.013469207323035887,0.014670044640714001,0.23287973904927084
2022-03-03,7238.89990234375,7468.7998046875,7231.5,7429.60009765625,1226956300,-0.026002786961483657,0.015569614060155584,0.24715996087455794
2022-03-04,6987.10009765625,7238.89990234375,6980.89990234375,7238.89990234375,1560387400,-0.03540364192358721,0.017157231165299422,0.2723626010989752
2022-03-07,6959.5,7030.7001953125,6788.0,6987.10009765625,2177431900,-0.00395797305348608,0.017151794933598814,0.2722763035960804
2022-03-08,6964.10009765625,7013.5,6893.60009765625,6959.5,1443985900,0.0006607627038059291,0.016991072953708636,0.26972492126201236
2022-03-09,7190.7001953125,7190.7001953125,6964.10009765625,6964.10009765625,1239463500,0.03202015620761313,0.018721167056737195,0.29718931371012997
2022-03-10,7099.10009765625,7192.7998046875,7066.0,7190.7001953125,1139094000,-0.012820522391501832,0.018624496573156755,0.2956547173580848
2022-03-11,7155.60009765625,7260.39990234375,7099.0,7099.10009765625,973207200,0.007927251377215803,0.01872732142268499,0.29728701124078083
2022-03-14,7193.5,7222.89990234375,7144.0,7155.60009765625,916048600,0.0052825599124994415,0.018818504483609198,0.2987344974587035
2022-03-15,7175.7001953125,7193.5,7075.7998046875,7193.5,870528100,-0.002477495413820058,0.018541673784594807,0.29433994634954197
2022-03-16,7291.7001953125,7312.2001953125,7175.7001953125,7175.7001953125,1914129400,0.016036396698151895,0.018780326193014885,0.29812843588433885
2022-03-17,7385.2998046875,7385.2998046875,7260.5,7291.7001953125,1095585500,0.012754769817082137,0.019055327230279966,0.3024939420136681
2022-03-18,7404.7001953125,7406.10009765625,7318.89990234375,7385.2998046875,2316358900,0.0026234485127657812,0.018996740057274975,0.30156389947493095
2022-03-21,7442.39990234375,7465.0,7402.60009765625,7404.7001953125,811977600,0.005078404241474185,0.01903157629288658,0.3021169075711827
2022-03-22,7476.7001953125,7490.5,7442.39990234375,7442.39990234375,1017354500,0.004598179941042888,0.01904489739910843,0.30232837357669046
2022-03-23,7460.60009765625,7521.10009765625,7459.39990234375,7476.7001953125,859391300,-0.0021556912661918077,0.019047505635995082,0.302369778053665
2022-03-24,7467.39990234375,7492.0,7453.2998046875,7460.60009765625,737167300,0.0009110135527585148,0.019048424297998367,0.3023843613608627
2022-03-25,7483.39990234375,7502.7001953125,7441.2998046875,7467.39990234375,870705400,0.002140354538509718,0.01677173323017666,0.2662430110953928
2022-03-28,7473.10009765625,7539.2998046875,7471.5,7483.39990234375,775526800,-0.0013773016836416832,0.014519966034041465,0.2304973150270712
2022-03-29,7537.2998046875,7584.10009765625,7473.10009765625,7473.10009765625,1172893900,0.008554082358711995,0.014606977600711458,0.2318785808266407
2022-03-30,7578.7998046875,7578.7998046875,7523.7998046875,7537.2998046875,1036020900,0.005490848213375551,0.014052755778067883,0.22308058214336163
2022-03-31,7515.7001953125,7595.39990234375,7515.7001953125,7578.7998046875,925410900,-0.008360658111626503,0.013936870969261285,0.22124096783436645
2022-04-01,7537.89990234375,7552.5,7508.89990234375,7515.7001953125,811395500,0.0029494237897055896,0.012541122798972152,0.19908415252561562
2022-04-04,7558.89990234375,7574.2998046875,7532.2001953125,7537.89990234375,837403600,0.002782048356780275,0.009174113412879386,0.1456345355398853
2022-04-05,7613.7001953125,7613.7001953125,7536.2001953125,7558.89990234375,1212100600,0.007223617693572317,0.009027963160982,0.14331447221646573
2022-04-06,7587.7001953125,7614.10009765625,7536.2001953125,7613.7001953125,1102885900,-0.0034207408113807133,0.009152804842064117,0.14529627246485682
2022-04-07,7551.7998046875,7601.5,7537.2998046875,7587.7001953125,1153908000,-0.0047426213435901475,0.006740127690543899,0.10699621004399563
2022-04-08,7669.60009765625,7669.60009765625,7551.7998046875,7551.7998046875,919254100,0.015478555934919412,0.006378149881975835,0.10124999047442418
2022-04-11,7618.2998046875,7669.60009765625,7611.7001953125,7669.60009765625,835767000,-0.006711253455000224,0.006683463788001877,0.10609669847735209
2022-04-12,7576.7001953125,7618.2998046875,7543.0,7618.2998046875,772543400,-0.005475447621778853,0.006907008236843169,0.10964535658897046
2022-04-13,7580.7998046875,7597.89990234375,7550.89990234375,7576.7001953125,742706800,0.0005409347814567371,0.006829847651865819,0.10842047027577244
2022-04-14,7616.39990234375,7622.39990234375,7551.39990234375,7580.7998046875,1005764400,0.004685095078221683,0.006127624369667855,0.09727302125856038
2022-04-19,7601.2998046875,7624.89990234375,7565.7998046875,7616.39990234375,846777100,-0.001984544695036584,0.005670192994889379,0.090011523301307
2022-04-20,7629.2001953125,7637.89990234375,7590.60009765625,7601.2998046875,1212543400,0.003663756519374178,0.005686188094900407,0.09026543764225571
2022-04-21,7628.0,7656.5,7596.2998046875,7629.2001953125,764750300,-0.00015732838261427217,0.005632394388474823,0.08941148902644064
2022-04-22,7521.7001953125,7628.0,7521.7001953125,7628.0,694792900,-0.014033485528677687,0.006470900432941816,0.10272235982534543
2022-04-25,7380.5,7521.7001953125,7339.5,7521.7001953125,755160100,-0.018950815214580544,0.0077074752913038535,0.12235237714179065
2022-04-26,7386.2001953125,7463.2001953125,7380.5,7380.5,847986700,0.0007720337679011335,0.007706250062771571,0.12233292724181681
2022-04-27,7425.60009765625,7458.2001953125,7344.89990234375,7386.2001953125,958503900,0.005320081893252912,0.007791910813056856,0.12369274949606122
2022-04-28,7509.2001953125,7519.7001953125,7425.60009765625,7425.60009765625,917004000,0.011195458821762753,0.008183751645487208,0.1299130298728487
2022-04-29,7544.60009765625,7569.7998046875,7509.2001953125,7509.2001953125,983441700,0.004703127038601967,0.008029583226153146,0.1274656820873816
2022-05-03,7561.2998046875,7561.2998046875,7475.7001953125,7544.60009765625,1342876200,0.0022110187333952576,0.00794988512522889,0.12620051395732335
2022-05-04,7493.5,7572.7001953125,7493.5,7561.2998046875,699267900,-0.00900712914691445,0.007984607095495,0.12675170814744918
2022-05-05,7503.2998046875,7619.39990234375,7493.5,7493.5,931632400,0.001306919637522715,0.007960831394067377,0.1263742805881075
2022-05-06,7387.89990234375,7503.2998046875,7354.10009765625,7503.2998046875,1089227300,-0.01549938417636534,0.008590875360259655,0.13637591848559683
